Wed Dec  8 01:24:14 EST 2021,inference-densenet121-dog5-job-0,job_config_inference-densenet121-dog5.yaml,3
Wed Dec  8 01:24:20 EST 2021,inference-vgg13-snail2-job-0,job_config_inference-vgg13-snail2.yaml,0
Wed Dec  8 01:24:20 EST 2021,inference-vgg11-dog5-job-0,job_config_inference-vgg11-dog5.yaml,1
Wed Dec  8 01:24:22 EST 2021,inference-resnet101-snail3-job-0,job_config_inference-resnet101-snail3.yaml,1
Wed Dec  8 01:24:23 EST 2021,inference-vgg19-snail2-job-0,job_config_inference-vgg19-snail2.yaml,0
Wed Dec  8 01:24:24 EST 2021,inference-resnet18-goose2-job-0,job_config_inference-resnet18-goose2.yaml,5
Wed Dec  8 01:24:29 EST 2021,inference-densenet121-hen2-job-0,job_config_inference-densenet121-hen2.yaml,1
Wed Dec  8 01:24:30 EST 2021,inference-resnet101-tigershark3-job-0,job_config_inference-resnet101-tigershark3.yaml,0
Wed Dec  8 01:24:31 EST 2021,inference-vgg19-cat4-job-0,job_config_inference-vgg19-cat4.yaml,4
Wed Dec  8 01:24:35 EST 2021,single-node-vgg11-cifar10-epochs1-batchsize32-job-0,job_config_single-node-vgg11-cifar10-epochs1-batchsize32.yaml,5
Wed Dec  8 01:24:41 EST 2021,inference-densenet169-snail1-job-0,job_config_inference-densenet169-snail1.yaml,0
Wed Dec  8 01:24:41 EST 2021,inference-vgg19-hen1-job-0,job_config_inference-vgg19-hen1.yaml,3
Wed Dec  8 01:24:44 EST 2021,inference-resnet18-dog1-job-0,job_config_inference-resnet18-dog1.yaml,4
Wed Dec  8 01:24:49 EST 2021,inference-resnet50-goose1-job-0,job_config_inference-resnet50-goose1.yaml,0
Wed Dec  8 01:24:49 EST 2021,inference-vgg19-tigershark1-job-0,job_config_inference-vgg19-tigershark1.yaml,0
Wed Dec  8 01:24:50 EST 2021,inference-densenet169-cat3-job-0,job_config_inference-densenet169-cat3.yaml,4
Wed Dec  8 01:25:04 EST 2021,inference-vgg16-tigershark2-job-0,job_config_inference-vgg16-tigershark2.yaml,3
Wed Dec  8 01:25:07 EST 2021,inference-vgg11-snail4-job-0,job_config_inference-vgg11-snail4.yaml,1
Wed Dec  8 01:25:09 EST 2021,inference-vgg19-tigershark4-job-0,job_config_inference-vgg19-tigershark4.yaml,4
Wed Dec  8 01:25:13 EST 2021,inference-vgg19-dog4-job-0,job_config_inference-vgg19-dog4.yaml,3
Wed Dec  8 01:25:17 EST 2021,inference-vgg16-dog1-job-0,job_config_inference-vgg16-dog1.yaml,1
Wed Dec  8 01:25:18 EST 2021,inference-vgg19-goose2-job-0,job_config_inference-vgg19-goose2.yaml,4
Wed Dec  8 01:25:22 EST 2021,inference-vgg19-goose1-job-0,job_config_inference-vgg19-goose1.yaml,2
Wed Dec  8 01:25:25 EST 2021,inference-vgg16-tigershark1-job-0,job_config_inference-vgg16-tigershark1.yaml,1
Wed Dec  8 01:25:26 EST 2021,inference-resnet18-cat2-job-0,job_config_inference-resnet18-cat2.yaml,4
Wed Dec  8 01:25:31 EST 2021,inference-vgg11-hen1-job-0,job_config_inference-vgg11-hen1.yaml,3
Wed Dec  8 01:25:34 EST 2021,inference-vgg11-snail3-job-0,job_config_inference-vgg11-snail3.yaml,0
Wed Dec  8 01:25:35 EST 2021,inference-vgg16-snail3-job-0,job_config_inference-vgg16-snail3.yaml,5
Wed Dec  8 01:25:40 EST 2021,inference-resnet50-cat4-job-0,job_config_inference-resnet50-cat4.yaml,5
Wed Dec  8 01:25:45 EST 2021,inference-densenet121-cat2-job-0,job_config_inference-densenet121-cat2.yaml,2
Wed Dec  8 01:25:48 EST 2021,inference-densenet201-goose5-job-0,job_config_inference-densenet201-goose5.yaml,3
